datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2024.03.15,00:00,23.59,Hirsch,782,845,1627,8.4,17.5,1.8,95,5.3
2024.03.16,00:00,23.59,Hirsch,304,292,596,7.5,13.4,2.3,90,2.8
2024.03.17,00:00,23.59,Hirsch,524,568,1092,6.6,14.1,0,94,3.4
2024.03.18,00:00,23.59,Hirsch,639,698,1337,7.5,11.6,9.7,98,0
2024.03.19,00:00,23.59,Hirsch,1100,1133,2233,7.1,15,0,86,5.7
2024.03.20,00:00,23.59,Hirsch,1222,1265,2487,3.3,17.3,0,93,10.3
2024.03.21,00:00,23.59,Hirsch,766,797,1563,7.3,14.7,5.5,93,2.1
2024.03.22,00:00,23.59,Hirsch,973,1022,1995,6.4,17.8,0,96,9.3
2024.03.23,00:00,23.59,Hirsch,163,155,318,3,14.5,9.3,74,2.1
2024.03.24,00:00,23.59,Hirsch,122,120,242,1.9,6.1,3.3,93,2.7
2024.03.25,00:00,23.59,Hirsch,812,872,1684,2.4,11.6,0,68,9.8
2024.03.26,00:00,23.59,Hirsch,1043,1066,2109,0.9,15.4,0,85,8.3
2024.03.27,00:00,23.59,Hirsch,726,769,1495,4,22.2,6.6,96,4.2
2024.03.28,00:00,23.59,Hirsch,559,585,1144,3.2,12,1.4,51,4.2
2024.03.29,00:00,23.59,Hirsch,478,452,930,3.8,23,0,84,7.3
2024.03.30,00:00,23.59,Hirsch,491,469,960,11.1,24,0,80,7.3
2024.03.31,00:00,23.59,Hirsch,377,372,749,7.6,22.5,0,88,4.7
2024.03.01,00:00,23.59,Erhardt,1661,1659,3320,1.3,8.6,0.5,91,0
2024.03.02,00:00,23.59,Erhardt,1845,1620,3465,4.3,13,0,78,8.7
2024.03.03,00:00,23.59,Erhardt,2715,2406,5121,2,18.9,0,93,8.4
2024.03.04,00:00,23.59,Erhardt,2032,2055,4087,4.5,9.6,0,86,0
2024.03.05,00:00,23.59,Erhardt,1947,1998,3945,5.4,9.7,7.5,100,0
2024.03.06,00:00,23.59,Erhardt,1150,1143,2293,3.2,5.8,6.3,99,0
2024.03.07,00:00,23.59,Erhardt,1939,1930,3869,0.9,6.8,0,78,0.3
2024.03.08,00:00,23.59,Erhardt,2017,2000,4017,-0.4,9.9,0,25,8.8
2024.03.09,00:00,23.59,Erhardt,2567,2302,4869,-0.2,16.1,0,71,8.8
2024.03.10,00:00,23.59,Erhardt,1948,1864,3812,5.7,18.8,0.1,95,2.7
2024.03.11,00:00,23.59,Erhardt,2236,2255,4491,2.4,13,0,71,6.9
2024.03.12,00:00,23.59,Erhardt,2076,2115,4191,5.8,10.2,2.3,94,1.2
2024.03.13,00:00,23.59,Erhardt,1821,1823,3644,4.3,10.7,0.3,98,0.2
2024.03.14,00:00,23.59,Erhardt,2529,2461,4990,5.8,16.5,0,98,8.1
2024.03.15,00:00,23.59,Erhardt,2073,2063,4136,8.4,17.5,1.8,95,5.3
2024.03.16,00:00,23.59,Erhardt,1225,1188,2413,7.5,13.4,2.3,90,2.8
2024.03.17,00:00,23.59,Erhardt,2011,1860,3871,6.6,14.1,0,94,3.4
2024.03.18,00:00,23.59,Erhardt,1463,1499,2962,7.5,11.6,9.7,98,0
2024.03.19,00:00,23.59,Erhardt,2491,2431,4922,7.1,15,0,86,5.7
2024.03.20,00:00,23.59,Erhardt,3095,3010,6105,3.3,17.3,0,93,10.3
2024.03.21,00:00,23.59,Erhardt,1900,1837,3737,7.3,14.7,5.5,93,2.1
2024.03.22,00:00,23.59,Erhardt,2690,2463,5153,6.4,17.8,0,96,9.3
2024.03.23,00:00,23.59,Erhardt,629,668,1297,3,14.5,9.3,74,2.1
2024.03.24,00:00,23.59,Erhardt,576,530,1106,1.9,6.1,3.3,93,2.7
2024.03.25,00:00,23.59,Erhardt,2028,1970,3998,2.4,11.6,0,68,9.8
2024.03.26,00:00,23.59,Erhardt,2366,2336,4702,0.9,15.4,0,85,8.3
2024.03.27,00:00,23.59,Erhardt,1803,1809,3612,4,22.2,6.6,96,4.2
2024.03.28,00:00,23.59,Erhardt,1453,1393,2846,3.2,12,1.4,51,4.2
2024.03.29,00:00,23.59,Erhardt,2114,1808,3922,3.8,23,0,84,7.3
2024.03.30,00:00,23.59,Erhardt,2002,1704,3706,11.1,24,0,80,7.3
2024.03.31,00:00,23.59,Erhardt,1538,1375,2913,7.6,22.5,0,88,4.7
2024.04.01,00:00,23.59,Arnulf,226,33,259,7.7,16.4,0.7,99,0
2024.04.02,00:00,23.59,Arnulf,570,94,664,7.3,13.4,0,63,7.2
2024.04.03,00:00,23.59,Arnulf,573,91,664,5.2,14,2.9,81,1.4
2024.04.04,00:00,23.59,Arnulf,616,103,719,10.4,17.6,3.7,93,3.9
2024.04.05,00:00,23.59,Arnulf,646,129,775,10.4,24.5,0,95,6.9
2024.04.06,00:00,23.59,Arnulf,726,110,836,12.6,27.1,0,81,11.5
2024.04.07,00:00,23.59,Arnulf,637,79,716,12,26.5,0,85,6.7
2024.04.08,00:00,23.59,Arnulf,1172,139,1311,13.2,28.9,0,38,8.5
2024.04.09,00:00,23.59,Arnulf,1294,117,1411,5.9,21.1,3.6,81,0.9
2024.04.10,00:00,23.59,Arnulf,1163,88,1251,4.9,11.9,0,86,2.4
2024.04.11,00:00,23.59,Arnulf,1675,143,1818,3.4,15.6,0,13,10.4
2024.04.12,00:00,23.59,Arnulf,1704,111,1815,5.9,20,0,56,12.3
2024.04.13,00:00,23.59,Arnulf,1750,123,1873,8,25,0,81,11.2
2024.04.14,00:00,23.59,Arnulf,1535,139,1674,9.7,25.6,0.4,94,12
2024.04.15,00:00,23.59,Arnulf,895,73,968,5.4,16.1,9.5,94,1.9
2024.04.16,00:00,23.59,Arnulf,1098,94,1192,2.7,11.4,8.9,84,4.2
2024.04.17,00:00,23.59,Arnulf,706,77,783,1.1,9.4,4.9,94,1.5
2024.04.18,00:00,23.59,Arnulf,796,69,865,0.9,8.4,4.2,90,3.2
2024.04.19,00:00,23.59,Arnulf,686,66,752,2.5,7.1,2,96,1.1
2024.04.20,00:00,23.59,Arnulf,448,35,483,2.5,8.3,1.4,94,3.1
2024.04.21,00:00,23.59,Arnulf,305,26,331,0.5,6.3,7.7,96,0.7
2024.04.22,00:00,23.59,Arnulf,900,76,976,0.4,6.8,0.1,96,0.6
2024.04.23,00:00,23.59,Arnulf,813,71,884,1.3,3.6,0.7,94,0
2024.04.24,00:00,23.59,Arnulf,1026,92,1118,2,9.3,1,88,3.1
2024.04.25,00:00,23.59,Arnulf,1181,84,1265,2,10.1,0,83,5
2024.04.26,00:00,23.59,Arnulf,1267,87,1354,0.7,17.3,0,54,10
2024.04.27,00:00,23.59,Arnulf,1556,110,1666,3.6,21.5,0,36,12.5
2024.04.28,00:00,23.59,Arnulf,1420,112,1532,10.8,24.9,0,95,7
2024.04.29,00:00,23.59,Arnulf,1838,90,1928,7.9,22.8,0,80,12.9
2024.04.30,00:00,23.59,Arnulf,2307,144,2451,10.1,28.3,0,40,11.5
2024.04.01,00:00,23.59,Olympia,262,295,557,7.7,16.4,0.7,99,0
2024.04.02,00:00,23.59,Olympia,865,912,1777,7.3,13.4,0,63,7.2
2024.04.03,00:00,23.59,Olympia,772,803,1575,5.2,14,2.9,81,1.4
2024.04.04,00:00,23.59,Olympia,855,932,1787,10.4,17.6,3.7,93,3.9
2024.04.05,00:00,23.59,Olympia,1195,1265,2460,10.4,24.5,0,95,6.9
2024.04.06,00:00,23.59,Olympia,1520,1544,3064,12.6,27.1,0,81,11.5
2024.04.07,00:00,23.59,Olympia,1636,1588,3224,12,26.5,0,85,6.7
2024.04.08,00:00,23.59,Olympia,1588,1691,3279,13.2,28.9,0,38,8.5
2024.04.09,00:00,23.59,Olympia,1172,1223,2395,5.9,21.1,3.6,81,0.9
2024.04.10,00:00,23.59,Olympia,987,1029,2016,4.9,11.9,0,86,2.4
2024.04.11,00:00,23.59,Olympia,1461,1546,3007,3.4,15.6,0,13,10.4
2024.04.12,00:00,23.59,Olympia,1523,1558,3081,5.9,20,0,56,12.3
2024.04.13,00:00,23.59,Olympia,1647,1654,3301,8,25,0,81,11.2
2024.04.14,00:00,23.59,Olympia,1644,1639,3283,9.7,25.6,0.4,94,12
2024.04.15,00:00,23.59,Olympia,865,879,1744,5.4,16.1,9.5,94,1.9
2024.04.16,00:00,23.59,Olympia,881,920,1801,2.7,11.4,8.9,84,4.2
2024.04.17,00:00,23.59,Olympia,592,606,1198,1.1,9.4,4.9,94,1.5
2024.04.18,00:00,23.59,Olympia,673,719,1392,0.9,8.4,4.2,90,3.2
2024.04.19,00:00,23.59,Olympia,522,563,1085,2.5,7.1,2,96,1.1
2024.04.20,00:00,23.59,Olympia,546,505,1051,2.5,8.3,1.4,94,3.1
2024.04.21,00:00,23.59,Olympia,341,326,667,0.5,6.3,7.7,96,0.7
2024.04.22,00:00,23.59,Olympia,845,905,1750,0.4,6.8,0.1,96,0.6
2024.04.23,00:00,23.59,Olympia,735,779,1514,1.3,3.6,0.7,94,0
2024.04.24,00:00,23.59,Olympia,880,916,1796,2,9.3,1,88,3.1
2024.04.25,00:00,23.59,Olympia,997,1054,2051,2,10.1,0,83,5
2024.04.26,00:00,23.59,Olympia,3563,2290,5853,0.7,17.3,0,54,10
2024.04.27,00:00,23.59,Olympia,5015,3057,8072,3.6,21.5,0,36,12.5
2024.04.28,00:00,23.59,Olympia,4753,2666,7419,10.8,24.9,0,95,7
2024.04.29,00:00,23.59,Olympia,1790,1935,3725,7.9,22.8,0,80,12.9
2024.04.30,00:00,23.59,Olympia,1707,1879,3586,10.1,28.3,0,40,11.5
2024.04.01,00:00,23.59,Hirsch,133,152,285,7.7,16.4,0.7,99,0
2024.04.02,00:00,23.59,Hirsch,736,773,1509,7.3,13.4,0,63,7.2
2024.04.03,00:00,23.59,Hirsch,677,751,1428,5.2,14,2.9,81,1.4
2024.04.04,00:00,23.59,Hirsch,799,825,1624,10.4,17.6,3.7,93,3.9
2024.04.05,00:00,23.59,Hirsch,907,902,1809,10.4,24.5,0,95,6.9
2024.04.06,00:00,23.59,Hirsch,761,804,1565,12.6,27.1,0,81,11.5
2024.04.07,00:00,23.59,Hirsch,824,818,1642,12,26.5,0,85,6.7
2024.04.08,00:00,23.59,Hirsch,1578,1619,3197,13.2,28.9,0,38,8.5
2024.04.09,00:00,23.59,Hirsch,1187,1261,2448,5.9,21.1,3.6,81,0.9
2024.04.10,00:00,23.59,Hirsch,922,915,1837,4.9,11.9,0,86,2.4
2024.04.11,00:00,23.59,Hirsch,1360,1311,2671,3.4,15.6,0,13,10.4
2024.04.12,00:00,23.59,Hirsch,1185,1251,2436,5.9,20,0,56,12.3
2024.04.13,00:00,23.59,Hirsch,902,909,1811,8,25,0,81,11.2
2024.04.14,00:00,23.59,Hirsch,902,874,1776,9.7,25.6,0.4,94,12
2024.04.15,00:00,23.59,Hirsch,673,702,1375,5.4,16.1,9.5,94,1.9
2024.04.16,00:00,23.59,Hirsch,644,727,1371,2.7,11.4,8.9,84,4.2
2024.04.17,00:00,23.59,Hirsch,468,497,965,1.1,9.4,4.9,94,1.5
2024.04.18,00:00,23.59,Hirsch,527,539,1066,0.9,8.4,4.2,90,3.2
2024.04.19,00:00,23.59,Hirsch,398,450,848,2.5,7.1,2,96,1.1
2024.04.20,00:00,23.59,Hirsch,198,234,432,2.5,8.3,1.4,94,3.1
2024.04.21,00:00,23.59,Hirsch,145,112,257,0.5,6.3,7.7,96,0.7
2024.04.22,00:00,23.59,Hirsch,682,668,1350,0.4,6.8,0.1,96,0.6
2024.04.23,00:00,23.59,Hirsch,589,646,1235,1.3,3.6,0.7,94,0
2024.04.24,00:00,23.59,Hirsch,687,736,1423,2,9.3,1,88,3.1
2024.04.25,00:00,23.59,Hirsch,925,860,1785,2,10.1,0,83,5
2024.04.26,00:00,23.59,Hirsch,851,922,1773,0.7,17.3,0,54,10
2024.04.27,00:00,23.59,Hirsch,785,799,1584,3.6,21.5,0,36,12.5
2024.04.28,00:00,23.59,Hirsch,743,798,1541,10.8,24.9,0,95,7
2024.04.29,00:00,23.59,Hirsch,1524,1562,3086,7.9,22.8,0,80,12.9
2024.04.30,00:00,23.59,Hirsch,1618,1693,3311,10.1,28.3,0,40,11.5
2024.04.01,00:00,23.59,Erhardt,509,545,1054,7.7,16.4,0.7,99,0
2024.04.02,00:00,23.59,Erhardt,1842,1734,3576,7.3,13.4,0,63,7.2
2024.04.03,00:00,23.59,Erhardt,1700,1632,3332,5.2,14,2.9,81,1.4
2024.04.04,00:00,23.59,Erhardt,1945,1900,3845,10.4,17.6,3.7,93,3.9
2024.04.05,00:00,23.59,Erhardt,2736,2575,5311,10.4,24.5,0,95,6.9
2024.04.06,00:00,23.59,Erhardt,4347,3660,8007,12.6,27.1,0,81,11.5
2024.04.07,00:00,23.59,Erhardt,4207,3625,7832,12,26.5,0,85,6.7
2024.04.08,00:00,23.59,Erhardt,3768,3479,7247,13.2,28.9,0,38,8.5
2024.04.09,00:00,23.59,Erhardt,2691,2705,5396,5.9,21.1,3.6,81,0.9
2024.04.10,00:00,23.59,Erhardt,2143,2086,4229,4.9,11.9,0,86,2.4
2024.04.11,00:00,23.59,Erhardt,3212,2985,6197,3.4,15.6,0,13,10.4
2024.04.12,00:00,23.59,Erhardt,3497,3311,6808,5.9,20,0,56,12.3
2024.04.13,00:00,23.59,Erhardt,4309,3527,7836,8,25,0,81,11.2
2024.04.14,00:00,23.59,Erhardt,4531,3854,8385,9.7,25.6,0.4,94,12
2024.04.15,00:00,23.59,Erhardt,1566,1522,3088,5.4,16.1,9.5,94,1.9
2024.04.16,00:00,23.59,Erhardt,1730,1770,3500,2.7,11.4,8.9,84,4.2
2024.04.17,00:00,23.59,Erhardt,1187,1137,2324,1.1,9.4,4.9,94,1.5
2024.04.18,00:00,23.59,Erhardt,1318,1246,2564,0.9,8.4,4.2,90,3.2
2024.04.19,00:00,23.59,Erhardt,1146,1111,2257,2.5,7.1,2,96,1.1
2024.04.20,00:00,23.59,Erhardt,816,762,1578,2.5,8.3,1.4,94,3.1
2024.04.21,00:00,23.59,Erhardt,502,547,1049,0.5,6.3,7.7,96,0.7
2024.04.22,00:00,23.59,Erhardt,1585,1507,3092,0.4,6.8,0.1,96,0.6
2024.04.23,00:00,23.59,Erhardt,1358,1313,2671,1.3,3.6,0.7,94,0
2024.04.24,00:00,23.59,Erhardt,1591,1573,3164,2,9.3,1,88,3.1
2024.04.25,00:00,23.59,Erhardt,1925,1868,3793,2,10.1,0,83,5
2024.04.26,00:00,23.59,Erhardt,2512,2326,4838,0.7,17.3,0,54,10
2024.04.27,00:00,23.59,Erhardt,3386,2969,6355,3.6,21.5,0,36,12.5
2024.04.28,00:00,23.59,Erhardt,3713,3321,7034,10.8,24.9,0,95,7
2024.04.29,00:00,23.59,Erhardt,3679,3392,7071,7.9,22.8,0,80,12.9
2024.04.30,00:00,23.59,Erhardt,4435,4103,8538,10.1,28.3,0,40,11.5
2024.05.01,00:00,23.59,Arnulf,1491,76,1567,9.7,25.1,0,55,12.2
2024.05.02,00:00,23.59,Arnulf,1651,100,1751,10.9,24.1,1,80,3.9
2024.05.03,00:00,23.59,Arnulf,1074,97,1171,9.1,12.6,0.7,98,0
2024.05.04,00:00,23.59,Arnulf,1379,91,1470,7.1,19.4,0,78,11.2
2024.05.05,00:00,23.59,Arnulf,1109,107,1216,10.2,21,0.6,99,6.7
2024.05.06,00:00,23.59,Arnulf,1219,81,1300,9.2,22.7,24.9,86,8
2024.05.07,00:00,23.59,Arnulf,1350,87,1437,10.7,16.9,3.5,100,0.3
2024.05.08,00:00,23.59,Arnulf,770,62,832,9.3,10.8,6.2,98,0
2024.05.09,00:00,23.59,Arnulf,1142,68,1210,7.3,17.6,0,63,6.6
2024.05.10,00:00,23.59,Arnulf,1557,105,1662,5.9,20.4,0,43,13.8
2024.05.11,00:00,23.59,Arnulf,1359,53,1412,6.9,21.8,0,73,14.1
2024.05.12,00:00,23.59,Arnulf,1326,78,1404,7.8,23.1,0,13,14.4
2024.05.13,00:00,23.59,Arnulf,1876,125,2001,9.2,23.4,0,24,11.1
2024.05.14,00:00,23.59,Arnulf,2112,121,2233,9.7,24.2,0,9,14.5
2024.05.15,00:00,23.59,Arnulf,1718,83,1801,10.2,23.7,2,98,7.4
2024.05.16,00:00,23.59,Arnulf,1743,136,1879,13,24.1,4,86,8.2
2024.05.17,00:00,23.59,Arnulf,1123,83,1206,9.8,15.5,0,100,1.2
2024.05.18,00:00,23.59,Arnulf,1264,93,1357,10.7,22.4,10.2,71,9.7
2024.05.19,00:00,23.59,Arnulf,1014,81,1095,11.2,21.7,2.6,73,10.6
2024.05.20,00:00,23.59,Arnulf,1133,83,1216,9.7,24,0.6,51,14
2024.05.21,00:00,23.59,Arnulf,971,63,1034,12.2,22.7,5.8,99,0.1
2024.05.22,00:00,23.59,Arnulf,1320,92,1412,11.8,19.7,1.3,85,5.3
2024.05.23,00:00,23.59,Arnulf,1090,82,1172,9.3,21.3,16.8,86,4.6
2024.05.24,00:00,23.59,Arnulf,1117,74,1191,8.8,19.1,8.7,88,8
2024.05.25,00:00,23.59,Arnulf,954,65,1019,9.2,20,0,86,4.8
2024.05.26,00:00,23.59,Arnulf,1201,90,1291,9.7,23.4,0,55,10.9
2024.05.27,00:00,23.59,Arnulf,1302,88,1390,13.3,22.7,25,94,6.7
2024.05.28,00:00,23.59,Arnulf,1041,85,1126,10.5,16.7,0,84,3.4
2024.05.29,00:00,23.59,Arnulf,1387,86,1473,9.5,22.1,7.8,96,7.5
2024.05.30,00:00,23.59,Arnulf,561,52,613,12.5,20.8,16.6,96,3.8
2024.05.31,00:00,23.59,Arnulf,312,38,350,9.5,12.6,66.9,96,0
2024.05.01,00:00,23.59,Olympia,1904,1819,3723,9.7,25.1,0,55,12.2
2024.05.02,00:00,23.59,Olympia,1334,1392,2726,10.9,24.1,1,80,3.9
2024.05.03,00:00,23.59,Olympia,886,949,1835,9.1,12.6,0.7,98,0
2024.05.04,00:00,23.59,Olympia,1712,1826,3538,7.1,19.4,0,78,11.2
2024.05.05,00:00,23.59,Olympia,1677,1787,3464,10.2,21,0.6,99,6.7
2024.05.06,00:00,23.59,Olympia,1120,1126,2246,9.2,22.7,24.9,86,8
2024.05.07,00:00,23.59,Olympia,1243,1301,2544,10.7,16.9,3.5,100,0.3
2024.05.08,00:00,23.59,Olympia,643,633,1276,9.3,10.8,6.2,98,0
2024.05.09,00:00,23.59,Olympia,1436,1308,2744,7.3,17.6,0,63,6.6
2024.05.10,00:00,23.59,Olympia,1464,1573,3037,5.9,20.4,0,43,13.8
2024.05.11,00:00,23.59,Olympia,1496,1468,2964,6.9,21.8,0,73,14.1
2024.05.12,00:00,23.59,Olympia,1687,1643,3330,7.8,23.1,0,13,14.4
2024.05.13,00:00,23.59,Olympia,1956,2044,4000,9.2,23.4,0,24,11.1
2024.05.14,00:00,23.59,Olympia,2184,2330,4514,9.7,24.2,0,9,14.5
2024.05.15,00:00,23.59,Olympia,1523,1578,3101,10.2,23.7,2,98,7.4
2024.05.16,00:00,23.59,Olympia,1559,1605,3164,13,24.1,4,86,8.2
2024.05.17,00:00,23.59,Olympia,857,840,1697,9.8,15.5,0,100,1.2
2024.05.18,00:00,23.59,Olympia,1645,1648,3293,10.7,22.4,10.2,71,9.7
2024.05.19,00:00,23.59,Olympia,1981,1943,3924,11.2,21.7,2.6,73,10.6
2024.05.20,00:00,23.59,Olympia,2324,2163,4487,9.7,24,0.6,51,14
2024.05.21,00:00,23.59,Olympia,718,726,1444,12.2,22.7,5.8,99,0.1
2024.05.22,00:00,23.59,Olympia,1331,1374,2705,11.8,19.7,1.3,85,5.3
2024.05.23,00:00,23.59,Olympia,914,962,1876,9.3,21.3,16.8,86,4.6
2024.05.24,00:00,23.59,Olympia,1766,1447,3213,8.8,19.1,8.7,88,8
2024.05.25,00:00,23.59,Olympia,1109,1208,2317,9.2,20,0,86,4.8
2024.05.26,00:00,23.59,Olympia,2800,2047,4847,9.7,23.4,0,55,10.9
2024.05.27,00:00,23.59,Olympia,1424,1444,2868,13.3,22.7,25,94,6.7
2024.05.28,00:00,23.59,Olympia,1065,1117,2182,10.5,16.7,0,84,3.4
2024.05.29,00:00,23.59,Olympia,1291,1322,2613,9.5,22.1,7.8,96,7.5
2024.05.30,00:00,23.59,Olympia,779,744,1523,12.5,20.8,16.6,96,3.8
2024.05.31,00:00,23.59,Olympia,209,207,416,9.5,12.6,66.9,96,0
2024.05.01,00:00,23.59,Hirsch,1052,949,2001,9.7,25.1,0,55,12.2
2024.05.02,00:00,23.59,Hirsch,1101,1140,2241,10.9,24.1,1,80,3.9
2024.05.03,00:00,23.59,Hirsch,635,669,1304,9.1,12.6,0.7,98,0
2024.05.04,00:00,23.59,Hirsch,761,786,1547,7.1,19.4,0,78,11.2
2024.05.05,00:00,23.59,Hirsch,599,598,1197,10.2,21,0.6,99,6.7
2024.05.06,00:00,23.59,Hirsch,869,1037,1906,9.2,22.7,24.9,86,8
2024.05.07,00:00,23.59,Hirsch,1014,1015,2029,10.7,16.9,3.5,100,0.3
2024.05.08,00:00,23.59,Hirsch,534,556,1090,9.3,10.8,6.2,98,0
2024.05.09,00:00,23.59,Hirsch,666,686,1352,7.3,17.6,0,63,6.6
2024.05.10,00:00,23.59,Hirsch,1037,1046,2083,5.9,20.4,0,43,13.8
2024.05.11,00:00,23.59,Hirsch,699,750,1449,6.9,21.8,0,73,14.1
2024.05.12,00:00,23.59,Hirsch,790,780,1570,7.8,23.1,0,13,14.4
2024.05.13,00:00,23.59,Hirsch,1459,1508,2967,9.2,23.4,0,24,11.1
2024.05.14,00:00,23.59,Hirsch,1724,1716,3440,9.7,24.2,0,9,14.5
2024.05.15,00:00,23.59,Hirsch,1237,1336,2573,10.2,23.7,2,98,7.4
2024.05.16,00:00,23.59,Hirsch,1166,1200,2366,13,24.1,4,86,8.2
2024.05.17,00:00,23.59,Hirsch,596,584,1180,9.8,15.5,0,100,1.2
2024.05.18,00:00,23.59,Hirsch,575,606,1181,10.7,22.4,10.2,71,9.7
2024.05.19,00:00,23.59,Hirsch,629,596,1225,11.2,21.7,2.6,73,10.6
2024.05.20,00:00,23.59,Hirsch,809,804,1613,9.7,24,0.6,51,14
2024.05.21,00:00,23.59,Hirsch,576,613,1189,12.2,22.7,5.8,99,0.1
2024.05.22,00:00,23.59,Hirsch,883,934,1817,11.8,19.7,1.3,85,5.3
2024.05.23,00:00,23.59,Hirsch,693,745,1438,9.3,21.3,16.8,86,4.6
2024.05.24,00:00,23.59,Hirsch,752,739,1491,8.8,19.1,8.7,88,8
2024.05.25,00:00,23.59,Hirsch,456,437,893,9.2,20,0,86,4.8
2024.05.26,00:00,23.59,Hirsch,727,677,1404,9.7,23.4,0,55,10.9
2024.05.27,00:00,23.59,Hirsch,876,943,1819,13.3,22.7,25,94,6.7
2024.05.28,00:00,23.59,Hirsch,659,685,1344,10.5,16.7,0,84,3.4
2024.05.29,00:00,23.59,Hirsch,937,996,1933,9.5,22.1,7.8,96,7.5
2024.05.30,00:00,23.59,Hirsch,259,270,529,12.5,20.8,16.6,96,3.8
2024.05.31,00:00,23.59,Hirsch,142,153,295,9.5,12.6,66.9,96,0
2024.05.01,00:00,23.59,Erhardt,5081,4402,9483,9.7,25.1,0,55,12.2
2024.05.02,00:00,23.59,Erhardt,2815,2791,5606,10.9,24.1,1,80,3.9
2024.05.03,00:00,23.59,Erhardt,1855,1802,3657,9.1,12.6,0.7,98,0
2024.05.04,00:00,23.59,Erhardt,3428,2949,6377,7.1,19.4,0,78,11.2
2024.05.05,00:00,23.59,Erhardt,2497,2241,4738,10.2,21,0.6,99,6.7
2024.05.06,00:00,23.59,Erhardt,2105,2199,4304,9.2,22.7,24.9,86,8
2024.05.07,00:00,23.59,Erhardt,2471,2209,4680,10.7,16.9,3.5,100,0.3
2024.05.08,00:00,23.59,Erhardt,1221,1156,2377,9.3,10.8,6.2,98,0
2024.05.09,00:00,23.59,Erhardt,3038,2591,5629,7.3,17.6,0,63,6.6
2024.05.10,00:00,23.59,Erhardt,3367,3013,6380,5.9,20.4,0,43,13.8
2024.05.11,00:00,23.59,Erhardt,3813,3266,7079,6.9,21.8,0,73,14.1
2024.05.12,00:00,23.59,Erhardt,3817,3337,7154,7.8,23.1,0,13,14.4
2024.05.13,00:00,23.59,Erhardt,3476,3350,6826,9.2,23.4,0,24,11.1
2024.05.14,00:00,23.59,Erhardt,4243,4055,8298,9.7,24.2,0,9,14.5
2024.05.15,00:00,23.59,Erhardt,3148,3077,6225,10.2,23.7,2,98,7.4
2024.05.16,00:00,23.59,Erhardt,3084,2961,6045,13,24.1,4,86,8.2
2024.05.17,00:00,23.59,Erhardt,1825,1822,3647,9.8,15.5,0,100,1.2
2024.05.18,00:00,23.59,Erhardt,2721,2404,5125,10.7,22.4,10.2,71,9.7
2024.05.19,00:00,23.59,Erhardt,2629,2357,4986,11.2,21.7,2.6,73,10.6
2024.05.20,00:00,23.59,Erhardt,3679,3212,6891,9.7,24,0.6,51,14
2024.05.21,00:00,23.59,Erhardt,1501,1522,3023,12.2,22.7,5.8,99,0.1
2024.05.22,00:00,23.59,Erhardt,2239,2078,4317,11.8,19.7,1.3,85,5.3
2024.05.23,00:00,23.59,Erhardt,1711,1770,3481,9.3,21.3,16.8,86,4.6
2024.05.24,00:00,23.59,Erhardt,2182,2027,4209,8.8,19.1,8.7,88,8
2024.05.25,00:00,23.59,Erhardt,1864,1640,3504,9.2,20,0,86,4.8
2024.05.26,00:00,23.59,Erhardt,3607,3079,6686,9.7,23.4,0,55,10.9
2024.05.27,00:00,23.59,Erhardt,2278,2203,4481,13.3,22.7,25,94,6.7
2024.05.28,00:00,23.59,Erhardt,1750,1604,3354,10.5,16.7,0,84,3.4
2024.05.29,00:00,23.59,Erhardt,2556,2449,5005,9.5,22.1,7.8,96,7.5
2024.05.30,00:00,23.59,Erhardt,1308,1212,2520,12.5,20.8,16.6,96,3.8
2024.05.31,00:00,23.59,Erhardt,440,443,883,9.5,12.6,66.9,96,0
2024.06.01,00:00,23.59,Arnulf,184,19,203,10.2,12.4,42.5,95,0
2024.06.02,00:00,23.59,Arnulf,576,51,627,11.3,19.3,1.5,86,2.1
2024.06.03,00:00,23.59,Arnulf,665,68,733,12.9,16.1,14,98,0.1
2024.06.04,00:00,23.59,Arnulf,1850,113,1963,12.2,21.5,0,51,9.7
2024.06.05,00:00,23.59,Arnulf,1995,107,2102,12.3,24.7,0,76,8.7
2024.06.06,00:00,23.59,Arnulf,1983,110,2093,13.4,26.3,0.9,69,10.9
2024.06.07,00:00,23.59,Arnulf,1439,92,1531,15.1,23.3,2.6,65,7
2024.06.08,00:00,23.59,Arnulf,1218,80,1298,13.6,27.2,7.1,78,8.7
2024.06.09,00:00,23.59,Arnulf,693,66,759,15.4,21.9,13.3,95,1.9
2024.06.10,00:00,23.59,Arnulf,1165,81,1246,13.6,21.6,0.8,81,5.6
2024.06.11,00:00,23.59,Arnulf,1413,89,1502,10,15.1,0,100,0
2024.06.12,00:00,23.59,Arnulf,1876,102,1978,10.7,18.6,0,88,4.5
2024.06.13,00:00,23.59,Arnulf,2029,109,2138,10.9,19.4,0,58,11.3
2024.06.14,00:00,23.59,Arnulf,1785,92,1877,9.1,21.9,0,89,4.1
2024.06.15,00:00,23.59,Arnulf,956,72,1028,13.3,19.3,0.1,96,2.3
2024.06.16,00:00,23.59,Arnulf,1105,68,1173,13.5,23.2,0.3,83,5.4
2024.06.17,00:00,23.59,Arnulf,1877,120,1997,13.6,27.6,2.9,94,7.9
